-23.50828899;-46.40600988;blue
-23.50828899;-46.40600988;blue
-23.508531;-46.40931396;blue
-23.50786104;-46.40603904;blue
-23.50779399;-46.40649408;blue
-23.50852299;-46.40268708;blue
-23.50857402;-46.402443;blue
-23.50859598;-46.40233896;blue
-23.509152;-46.40245488;blue
-23.509152;-46.40245488;blue
-23.50901403;-46.40330484;blue
-23.509152;-46.40245488;blue
-23.50982196;-46.40198508;blue
-23.50982196;-46.40198508;blue
-23.50969902;-46.40277096;blue
-23.50982196;-46.40198508;blue
-23.50980702;-46.40512104;blue
-23.51006496;-46.40493816;blue
-23.51006496;-46.40493816;blue
-23.51006496;-46.40493816;blue
-23.50943001;-46.40429592;blue
-23.51469501;-46.40341896;blue
-23.51465802;-46.40421888;blue
-23.51422404;-46.40766984;blue
-23.51398896;-46.40764608;blue
-23.52128697;-46.40767416;blue
-23.50936503;-46.40468904;blue
-23.48559099;-46.38734604;blue
-23.48480196;-46.38798288;blue
-23.50552698;-46.466847;blue
-23.50496502;-46.39612392;blue
-23.50426797;-46.394271;blue
-23.50487304;-46.39587912;blue
-23.50475604;-46.467333;blue
-23.50583901;-46.46663316;blue
-23.50044099;-46.47508884;blue
-23.48531397;-46.38755808;blue
-23.48480196;-46.38798288;blue
-23.48557902;-46.38793608;blue
-23.48399097;-46.38808692;blue
-23.48288604;-46.38781584;blue
-23.48464797;-46.38639492;blue
-23.482971;-46.387746;blue
-23.484771;-46.38567312;blue
-23.48413398;-46.38618792;blue
-23.48346897;-46.38672504;blue
-23.48406198;-46.38770316;blue
-23.48336304;-46.38624804;blue
-23.48336304;-46.38624804;blue
-23.48336304;-46.38624804;blue
-23.48238204;-46.38666888;blue
-23.481738;-46.38573216;blue
-23.48209503;-46.38626208;blue
-23.48397504;-46.38758112;blue
-23.48393004;-46.384902;blue
-23.48258103;-46.38481704;blue
-23.48153001;-46.38351888;blue
-23.48006904;-46.38425004;blue
-23.47794702;-46.38422304;blue
-23.47804197;-46.38417516;blue
-23.48058303;-46.38291192;blue
-23.48223597;-46.382112;blue
-23.48200197;-46.38106116;blue
-23.48116398;-46.38052512;blue
-23.48167896;-46.38025404;blue
-23.53766499;-46.49770296;blue
-23.481153;-46.37954196;blue
-23.47913601;-46.38530484;blue
-23.47848702;-46.385622;blue
-23.47839603;-46.385667;blue
-23.50569096;-46.38201696;blue
-23.50605402;-46.38163716;blue
-23.50622997;-46.38148416;blue
-23.50702602;-46.38160008;blue
-23.50730502;-46.38178296;blue
-23.50760301;-46.38213684;blue
-23.49260001;-46.38594492;blue
-23.49260001;-46.38594492;blue
-23.49323496;-46.38402;blue
-23.49368901;-46.38040704;blue
-23.49322002;-46.38085308;blue
-23.49363303;-46.38323304;blue
-23.49499203;-46.37749788;blue
-23.494563;-46.37728008;blue
-23.49779103;-46.37687004;blue
-23.498082;-46.37670408;blue
-23.50064502;-46.376046;blue
-23.49972702;-46.375308;blue
-23.49972702;-46.375308;blue
-23.49861201;-46.37603916;blue
-23.49906804;-46.37533392;blue
-23.51854404;-46.40892408;blue
-23.51508804;-46.40630508;blue
-23.52254499;-46.40676192;blue
-23.52162996;-46.40655816;blue
-23.517153;-46.40316588;blue
-23.517153;-46.40316588;blue
-23.51921202;-46.40171184;blue
-23.52048201;-46.40319612;blue
-23.52048201;-46.40319612;blue
-23.52048201;-46.40319612;blue
-23.52299499;-46.40551488;blue
-23.57279703;-46.58039388;blue
-23.57279703;-46.58039388;blue
-23.57279703;-46.58039388;blue
-23.52599604;-46.40199588;blue
-23.52254499;-46.40676192;blue
-23.52170799;-46.40657616;blue
-23.518611;-46.40540112;blue
-23.52254499;-46.40676192;blue
-23.52254499;-46.40676192;blue
-23.52254499;-46.40676192;blue
-23.51302704;-46.40653116;blue
-23.51343897;-46.40619996;blue
-23.51298897;-46.40691996;blue
-23.512959;-46.406943;blue
-23.51259297;-46.407222;blue
-23.51206602;-46.39889016;blue
-23.51464101;-46.39976208;blue
-23.51225502;-46.39887;blue
-23.51225502;-46.39887;blue
-23.51225502;-46.39887;blue
-23.51171601;-46.39796784;blue
-23.51084904;-46.39963716;blue
-23.51084904;-46.39971708;blue
-23.51084904;-46.39971708;blue
-23.51782899;-46.39580496;blue
-23.521122;-46.39332384;blue
-23.52203298;-46.39613904;blue
-23.52203298;-46.39613904;blue
-23.52203298;-46.39613904;blue
-23.520627;-46.39091508;blue
-23.52060396;-46.39012884;blue
-23.52044601;-46.39032396;blue
-23.520483;-46.39028004;blue
-23.52060999;-46.39579884;blue
-23.52126699;-46.39589712;blue
-23.51953098;-46.39744512;blue
-23.52072996;-46.39771908;blue
-23.51924199;-46.39854096;blue
-23.51924199;-46.39854096;blue
-23.51818899;-46.39825116;blue
-23.51639304;-46.397871;blue
-23.51818899;-46.39825116;blue
-23.516253;-46.39846392;blue
-23.51770002;-46.39932396;blue
-23.518197;-46.39941504;blue
-23.51623698;-46.39986792;blue
-23.51624904;-46.39986612;blue
-23.51670903;-46.39917708;blue
-23.517441;-46.39684284;blue
-23.51737998;-46.39652316;blue
-23.517234;-46.39733712;blue
-23.51802096;-46.39696308;blue
-23.51803302;-46.39703112;blue
-23.51784897;-46.39594104;blue
-23.51798901;-46.39526604;blue
-23.51844999;-46.39513392;blue
-23.51833398;-46.39462704;blue
-23.51823201;-46.39465188;blue
-23.51813004;-46.39467816;blue
-23.51673702;-46.39370904;blue
-23.51739402;-46.39427892;blue
-23.51744604;-46.39432392;blue
-23.51518803;-46.39316688;blue
-23.51518803;-46.39316688;blue
-23.507469;-46.40163588;blue
-23.505381;-46.399905;blue
-23.505381;-46.399905;blue
-23.505381;-46.399905;blue
-23.50443798;-46.39739184;blue
-23.50958499;-46.41959592;blue
-23.50508103;-46.39348116;blue
-23.50508103;-46.39348116;blue
-23.50508103;-46.39348116;blue
-23.50478601;-46.39135104;blue
-23.50456803;-46.39037688;blue
-23.50581399;-46.391265;blue
-23.50594602;-46.39005;blue
-23.507316;-46.38970296;blue
-23.507316;-46.38970296;blue
-23.50782;-46.39300308;blue
-23.50948896;-46.39153896;blue
-23.50965501;-46.39364496;blue
-23.50965501;-46.39364496;blue
-23.50619703;-46.39377204;blue
-23.51021904;-46.39703112;blue
-23.510034;-46.40027112;blue
-23.510034;-46.40027112;blue
-23.510034;-46.40027112;blue
-23.51022903;-46.40029308;blue
-23.50997703;-46.40062392;blue
-23.50893204;-46.401741;blue
-23.49991098;-46.48090716;blue
-23.50200996;-46.48368204;blue
-23.50200996;-46.48368204;blue
-23.49446796;-46.48737492;blue
-23.49149202;-46.48821588;blue
-23.49149202;-46.48821588;blue
-23.493141;-46.48308012;blue
-23.493141;-46.48308012;blue
-23.49630504;-46.48694004;blue
-23.49785502;-46.47974112;blue
-23.49894096;-46.48527;blue
-23.49902799;-46.48133304;blue
-23.49925803;-46.48272912;blue
-23.48523198;-46.48897584;blue
-23.48693802;-46.487646;blue
-23.52693303;-46.47525012;blue
-23.52626604;-46.47536604;blue
-23.52579804;-46.47544812;blue
-23.48642196;-46.48694292;blue
-23.49800397;-46.48368204;blue
-23.496813;-46.48030812;blue
-23.49642501;-46.48038696;blue
-23.49500904;-46.48089204;blue
-23.494131;-46.48164192;blue
-23.49432396;-46.48201884;blue
-23.49350001;-46.48038012;blue
-23.49700101;-46.47942612;blue
-23.49792198;-46.47912804;blue
-23.50357497;-46.47704688;blue
-23.503041;-46.47762216;blue
-23.502366;-46.47274992;blue
-23.49882;-46.47744684;blue
-23.49882;-46.47744684;blue
-23.49963396;-46.47482496;blue
-23.50264104;-46.47377088;blue
-23.50027197;-46.47440808;blue
-23.50019196;-46.474371;blue
-23.50142397;-46.47650292;blue
-23.497677;-46.47632796;blue
-23.497803;-46.47552516;blue
-23.49594504;-46.47819888;blue
-23.49391203;-46.47855384;blue
-23.48726499;-46.47627792;blue
-23.49116199;-46.48442184;blue
-23.48752698;-46.48339404;blue
-23.490063;-46.484514;blue
-23.490468;-46.481922;blue
-23.49055503;-46.48851;blue
-23.490441;-46.48889916;blue
-23.49245403;-46.48612212;blue
-23.49263898;-46.48583412;blue
-23.49270603;-46.48569912;blue
