time,gFx,gFy,gFz,Latitude,Longitude,Speed (m/s),
20:35:02:667,"-0,0166","0,1476","0,9694","0,00000000","0,00000000","0,00000000",
20:35:02:829,"-0,0440","0,1378","0,8346","0,00000000","0,00000000","0,00000000",
20:35:02:986,"-0,0166","0,1036","0,8736","0,00000000","0,00000000","0,00000000",
20:35:03:146,"-0,0039","0,0655","0,9968","0,00000000","0,00000000","0,00000000",
20:35:03:309,"0,0401","0,1388","1,1951","0,00000000","0,00000000","0,00000000",
20:35:03:469,"-0,0186","0,0948","0,9362","0,00000000","0,00000000","0,00000000",
20:35:03:630,"-0,0244","0,1612","0,8052","0,00000000","0,00000000","0,00000000",
20:35:03:783,"0,0274","0,1739","0,9215","0,00000000","0,00000000","0,00000000",
20:35:03:940,"0,0860","0,0850","1,0740","0,00000000","0,00000000","0,00000000",
20:35:04:099,"0,1143","0,1016","1,0437","0,00000000","0,00000000","0,00000000",
20:35:04:262,"0,0801","0,1143","0,6841","0,00000000","0,00000000","0,00000000",
20:35:04:421,"0,0733","0,1124","0,9635","0,00000000","0,00000000","0,00000000",
20:35:04:580,"0,0919","0,0225","1,1228","0,00000000","0,00000000","0,00000000",
20:35:04:737,"0,0674","0,0479","0,9850","0,00000000","0,00000000","0,00000000",
20:35:04:896,"-0,0039","0,0450","0,8170","0,00000000","0,00000000","0,00000000",
20:35:05:055,"0,0401","0,1026","1,1111","0,00000000","0,00000000","0,00000000",
20:35:05:217,"-0,0156","0,1925","1,0554","0,00000000","0,00000000","0,00000000",
20:35:05:376,"0,0059","0,1046","0,9714","0,00000000","0,00000000","0,00000000",
20:35:05:535,"-0,0508","0,1524","0,8258","0,00000000","0,00000000","0,00000000",
20:35:05:695,"0,0176","0,0674","1,0437","0,00000000","0,00000000","0,00000000",
20:35:05:852,"-0,0205","0,0606","1,0359","0,00000000","0,00000000","0,00000000",
20:35:06:014,"-0,0450","0,1280","0,7857","0,00000000","0,00000000","0,00000000",
20:35:06:171,"-0,0508","0,1417","0,8336","0,00000000","0,00000000","0,00000000",
20:35:06:330,"0,0254","0,1319","1,2704","0,00000000","0,00000000","0,00000000",
20:35:06:489,"-0,0450","0,1661","1,0964","0,00000000","0,00000000","0,00000000",
20:35:06:649,"-0,0547","0,1134","0,7339","0,00000000","0,00000000","0,00000000",
20:35:06:819,"-0,0625","0,1016","0,9205","0,00000000","0,00000000","0,00000000",
20:35:06:969,"-0,0498","0,0655","1,0847","0,00000000","0,00000000","0,00000000",
20:35:07:135,"-0,0293","0,0107","1,0603","0,00000000","0,00000000","0,00000000",
20:35:07:288,"-0,0401","0,0117","0,9577","0,00000000","0,00000000","0,00000000",
20:35:07:447,"-0,0596","0,1241","0,8394","0,00000000","0,00000000","0,00000000",
20:35:07:607,"-0,0440","0,0674","0,9762","0,00000000","0,00000000","0,00000000",
20:35:07:767,"-0,0577","0,1261","0,9987","0,00000000","0,00000000","0,00000000",
20:35:07:929,"-0,0352","0,0098","1,0378","0,00000000","0,00000000","0,00000000",
20:35:08:086,"-0,0489","0,0254","0,9450","0,00000000","0,00000000","0,00000000",
20:35:08:245,"-0,0469","-0,0137","0,9557","0,00000000","0,00000000","0,00000000",
20:35:08:410,"-0,0469","0,0342","0,9772","0,00000000","0,00000000","0,00000000",
20:35:08:568,"-0,0313","0,0107","1,0261","0,00000000","0,00000000","0,00000000",
20:35:08:725,"-0,0547","0,0508","0,8951","0,00000000","0,00000000","0,00000000",
20:35:08:882,"-0,0322","0,0528","1,0603","0,00000000","0,00000000","0,00000000",
20:35:09:040,"-0,0547","0,0235","0,9645","0,00000000","0,00000000","0,00000000",
20:35:09:201,"-0,0469","0,0674","0,9391","0,00000000","0,00000000","0,00000000",
20:35:09:361,"-0,0469","0,0322","0,9606","0,00000000","0,00000000","0,00000000",
20:35:09:519,"-0,0244","0,0860","1,1267","0,00000000","0,00000000","0,00000000",
20:35:09:679,"-0,0567","0,0518","0,9196","0,00000000","0,00000000","0,00000000",
20:35:09:836,"-0,0274","0,0674","0,6674","0,00000000","0,00000000","0,00000000",
20:35:09:996,"-0,0391","0,0811","1,1043","0,00000000","0,00000000","0,00000000",
20:35:10:155,"-0,0381","0,1085","1,1365","0,00000000","0,00000000","0,00000000",
20:35:10:314,"-0,0596","0,1065","0,9977","0,00000000","0,00000000","0,00000000",
20:35:10:474,"-0,0586","0,1143","0,7994","0,00000000","0,00000000","0,00000000",
20:35:10:636,"-0,0518","0,0713","0,9587","0,00000000","0,00000000","0,00000000",
20:35:10:795,"-0,0410","0,1202","1,0798","0,00000000","0,00000000","0,00000000",
20:35:10:954,"-0,0489","0,1143","0,9890","0,00000000","0,00000000","0,00000000",
20:35:11:114,"-0,0567","0,1691","0,8815","0,00000000","0,00000000","0,00000000",
20:35:11:272,"-0,0557","0,1779","0,9723","0,00000000","0,00000000","0,00000000",
20:35:11:430,"-0,0322","0,1349","1,0935","0,00000000","0,00000000","0,00000000",
20:35:11:589,"-0,0577","0,1280","0,9899","0,00000000","0,00000000","0,00000000",
20:35:11:749,"-0,0391","0,1573","0,9030","0,00000000","0,00000000","0,00000000",
20:35:11:909,"-0,0547","0,0782","0,9596","0,00000000","0,00000000","0,00000000",
20:35:12:074,"-0,0371","0,1182","1,0075","0,00000000","0,00000000","0,00000000",
20:35:12:229,"-0,0274","0,0850","0,9675","0,00000000","0,00000000","0,00000000",
20:35:12:388,"-0,0020","0,1026","1,0036","0,00000000","0,00000000","0,00000000",
20:35:12:548,"-0,0020","0,0596","0,9665","0,00000000","0,00000000","0,00000000",
20:35:12:710,"0,0000","0,0997","0,8844","0,00000000","0,00000000","0,00000000",
20:35:12:867,"0,0186","0,0704","1,0183","0,00000000","0,00000000","0,00000000",
20:35:13:027,"-0,0020","0,0987","1,0515","0,00000000","0,00000000","0,00000000",
20:35:13:187,"0,0127","0,0909","1,0534","0,00000000","0,00000000","0,00000000",
20:35:13:346,"0,0127","0,1153","0,8746","0,00000000","0,00000000","0,00000000",
20:35:13:511,"0,0430","0,0987","0,9069","0,00000000","0,00000000","0,00000000",
20:35:13:662,"0,0420","0,1104","0,9880","0,00000000","0,00000000","0,00000000",
20:35:13:823,"0,0655","0,1251","0,9743","0,00000000","0,00000000","0,00000000",
20:35:13:983,"0,0743","0,0606","1,0486","0,00000000","0,00000000","0,00000000",
20:35:14:143,"0,0498","0,1104","1,0544","0,00000000","0,00000000","0,00000000",
20:35:14:302,"0,0235","0,0889","0,8355","0,00000000","0,00000000","0,00000000",
20:35:14:461,"0,0127","0,0752","0,8903","0,00000000","0,00000000","0,00000000",
20:35:14:621,"0,0440","0,1671","1,0359","0,00000000","0,00000000","0,00000000",
20:35:14:780,"0,0313","0,1847","1,1277","0,00000000","0,00000000","0,00000000",
20:35:14:937,"0,0039","0,1437","0,9049","0,00000000","0,00000000","0,00000000",
20:35:15:096,"-0,0313","0,1368","0,8267","0,00000000","0,00000000","0,00000000",
20:35:15:256,"0,0195","0,0909","0,9899","0,00000000","0,00000000","0,00000000",
20:35:15:415,"0,0479","0,1036","1,1541","0,00000000","0,00000000","0,00000000",
20:35:15:580,"0,0098","0,1134","0,9157","0,00000000","0,00000000","0,00000000",
20:35:15:736,"0,0235","0,1515","0,7622","0,00000000","0,00000000","0,00000000",
20:35:15:896,"0,0254","0,2257","0,9518","0,00000000","0,00000000","0,00000000",
20:35:16:055,"0,0811","0,1603","1,1258","0,00000000","0,00000000","0,00000000",
20:35:16:214,"0,1036","0,1544","1,0007","0,00000000","0,00000000","0,00000000",
20:35:16:372,"0,1055","0,1388","0,8873","0,00000000","0,00000000","0,00000000",
20:35:16:531,"0,1163","0,1153","1,0310","0,00000000","0,00000000","0,00000000",
20:35:16:691,"0,1163","0,1349","0,9753","0,00000000","0,00000000","0,00000000",
20:35:16:850,"0,1182","0,0948","0,9039","0,00000000","0,00000000","0,00000000",
20:35:17:009,"0,1055","0,0948","0,9293","0,00000000","0,00000000","0,00000000",
20:35:17:169,"0,0811","0,1085","0,9205","0,00000000","0,00000000","0,00000000",
20:35:17:328,"0,0821","0,0850","0,9069","0,00000000","0,00000000","0,00000000",
20:35:17:491,"0,0948","0,2130","1,0388","0,00000000","0,00000000","0,00000000",
20:35:17:651,"0,1222","0,1329","0,9557","0,00000000","0,00000000","0,00000000",
20:35:17:812,"0,1134","0,1065","0,7945","0,00000000","0,00000000","0,00000000",
20:35:17:968,"0,1407","0,1427","0,9440","0,00000000","0,00000000","0,00000000",
20:35:18:128,"0,1779","0,1945","1,0466","0,00000000","0,00000000","0,00000000",
20:35:18:287,"0,1495","0,1094","0,9635","0,00000000","0,00000000","0,00000000",
20:35:18:447,"-0,0088","0,0860","0,9577","0,00000000","0,00000000","0,00000000",
20:35:18:607,"-0,0665","0,1749","0,8443","0,00000000","0,00000000","0,00000000",
20:35:18:767,"-0,0997","0,1222","0,9469","0,00000000","0,00000000","0,00000000",
20:35:18:928,"-0,0665","0,1749","1,0319","0,00000000","0,00000000","0,00000000",
20:35:19:090,"-0,0508","0,1749","0,9235","0,00000000","0,00000000","0,00000000",
20:35:19:251,"-0,0508","0,2140","0,9235","0,00000000","0,00000000","0,00000000",
20:35:19:410,"-0,0635","0,1984","0,9577","0,00000000","0,00000000","0,00000000",
20:35:19:570,"-0,0147","0,2267","1,1316","0,00000000","0,00000000","0,00000000",
20:35:19:731,"-0,0889","0,1857","1,0144","0,00000000","0,00000000","0,00000000",
20:35:19:884,"-0,1652","0,1212","0,8043","0,00000000","0,00000000","0,00000000",
20:35:20:041,"-0,2160","0,1622","1,0056","0,00000000","0,00000000","0,00000000",
20:35:20:201,"-0,1691","0,1818","1,0896","0,00000000","0,00000000","0,00000000",
20:35:20:360,"-0,1945","0,2443","0,9567","0,00000000","0,00000000","0,00000000",
20:35:20:520,"-0,1876","0,1055","0,9938","0,00000000","0,00000000","0,00000000",
20:35:20:679,"-0,2052","0,1046","0,8883","0,00000000","0,00000000","0,00000000",
20:35:20:877,"-0,2785","0,1388","0,9469","-23,44714110","-46,61490689","3,88104367",
20:35:20:999,"-0,2345","0,1681","1,0046","-23,44714110","-46,61490689","3,88104367",
20:35:21:161,"-0,2081","0,1769","0,9528","-23,44714110","-46,61490689","3,88104367",
20:35:21:320,"-0,1964","0,1739","0,9166","-23,44714110","-46,61490689","3,88104367",
20:35:21:480,"-0,2023","0,1642","0,9420","-23,44714110","-46,61490689","3,88104367",
20:35:21:639,"-0,2003","0,1153","0,9714","-23,44714110","-46,61490689","3,88104367",
20:35:21:799,"-0,1818","0,1397","0,9606","-23,44714110","-46,61490689","3,88104367",
20:35:21:959,"-0,1661","0,1016","0,9997","-23,44714110","-46,61490689","3,88104367",
20:35:22:117,"-0,1642","-0,0225","0,9977","-23,44714110","-46,61490689","3,88104367",
20:35:22:278,"-0,1847","0,1182","0,9049","-23,44714110","-46,61490689","3,88104367",
20:35:22:437,"-0,1847","0,1055","0,9205","-23,44714110","-46,61490689","3,88104367",
20:35:22:597,"-0,1388","-0,0283","0,9733","-23,44714110","-46,61490689","3,88104367",
20:35:22:756,"-0,0391","0,0010","1,0505","-23,44718702","-46,61492177","5,83630896",
20:35:22:915,"-0,0616","0,0029","0,9987","-23,44718702","-46,61492177","5,83630896",
20:35:23:074,"-0,0450","-0,0107","0,9802","-23,44718702","-46,61492177","5,83630896",
20:35:23:233,"-0,1388","-0,0166","1,0007","-23,44718702","-46,61492177","5,83630896",
20:35:23:392,"-0,1309","0,0264","1,0290","-23,44718702","-46,61492177","5,83630896",
20:35:23:552,"-0,1652","0,0254","0,9997","-23,44718702","-46,61492177","5,83630896",
20:35:23:711,"-0,1730","0,0176","0,8854","-23,44724920","-46,61495686","6,32949448",
20:35:23:872,"-0,1632","0,0459","0,8981","-23,44724920","-46,61495686","6,32949448",
20:35:24:036,"-0,1632","0,0733","0,8922","-23,44724920","-46,61495686","6,32949448",
20:35:24:189,"-0,1358","0,0440","1,0994","-23,44724920","-46,61495686","6,32949448",
20:35:24:349,"-0,1349","0,0518","1,0095","-23,44724920","-46,61495686","6,32949448",
20:35:24:512,"-0,1700","0,0528","0,9420","-23,44724920","-46,61495686","6,32949448",
20:35:24:680,"-0,1515","0,0420","0,9147","-23,44730545","-46,61499048","6,57647324",
20:35:24:833,"-0,1485","0,0518","0,9762","-23,44730545","-46,61499048","6,57647324",
20:35:24:991,"-0,1485","0,0029","0,9782","-23,44730545","-46,61499048","6,57647324",
20:35:25:151,"-0,1466","-0,0547","0,9841","-23,44730545","-46,61499048","6,57647324",
20:35:25:307,"-0,1319","-0,0782","1,0114","-23,44730545","-46,61499048","6,57647324",
20:35:25:465,"-0,1407","-0,0752","0,9997","-23,44730545","-46,61499048","6,57647324",
20:35:25:625,"-0,1339","-0,0498","1,0095","-23,44730545","-46,61499048","6,57647324",
20:35:25:786,"-0,1329","-0,0127","0,9802","-23,44736504","-46,61502442","7,07106781",
20:35:25:945,"-0,1309","-0,0117","0,9929","-23,44736504","-46,61502442","7,07106781",
20:35:26:106,"-0,1290","-0,0098","1,0222","-23,44736504","-46,61502442","7,07106781",
20:35:26:269,"-0,1202","0,0293","0,9254","-23,44736504","-46,61502442","7,07106781",
20:35:26:430,"-0,1300","0,0059","0,9714","-23,44736504","-46,61502442","7,07106781",
20:35:26:589,"-0,1202","0,0166","0,9802","-23,44736504","-46,61502442","7,07106781",
20:35:26:741,"-0,1212","0,0450","1,0222","-23,44741865","-46,61504487","7,07106781",
20:35:26:901,"-0,1153","0,0186","0,9313","-23,44741865","-46,61504487","7,07106781",
20:35:27:063,"-0,0381","0,0313","0,9723","-23,44741865","-46,61504487","7,07106781",
20:35:27:223,"-0,0479","0,0303","1,0554","-23,44741865","-46,61504487","7,07106781",
20:35:27:382,"-0,0498","-0,0098","0,9733","-23,44741865","-46,61504487","7,07106781",
20:35:27:542,"-0,0567","0,0156","0,8903","-23,44741865","-46,61504487","7,07106781",
20:35:27:702,"-0,0537","-0,0088","0,9802","-23,44748524","-46,61506272","8,06225777",
20:35:27:861,"-0,0537","-0,0059","0,9499","-23,44748524","-46,61506272","8,06225777",
20:35:28:021,"-0,0430","0,0303","1,0007","-23,44748524","-46,61506272","8,06225777",
20:35:28:180,"-0,0508","0,0274","0,9762","-23,44748524","-46,61506272","8,06225777",
20:35:28:342,"-0,0420","0,0577","1,0368","-23,44748524","-46,61506272","8,06225777",
20:35:28:497,"-0,0577","0,0195","0,9411","-23,44748524","-46,61506272","8,06225777",
20:35:28:659,"-0,0557","0,0401","0,9049","-23,44748524","-46,61506272","8,06225777",
20:35:28:818,"-0,0537","0,0371","0,9557","-23,44756437","-46,61507495","8,06225777",
20:35:28:978,"-0,0420","0,0254","0,9313","-23,44756437","-46,61507495","8,06225777",
20:35:29:138,"0,0049","0,0313","0,9303","-23,44756437","-46,61507495","8,06225777",
20:35:29:295,"0,0156","0,0186","0,9792","-23,44756437","-46,61507495","8,06225777",
20:35:29:457,"0,0430","0,0176","0,9645","-23,44756437","-46,61507495","8,06225777",
20:35:29:616,"0,0029","0,0176","0,9293","-23,44756437","-46,61507495","8,06225777",
20:35:29:776,"-0,0459","0,0547","0,9723","-23,44763179","-46,61508216","7,81424999",
20:35:29:933,"-0,0020","0,0049","0,9176","-23,44763179","-46,61508216","7,81424999",
20:35:30:092,"-0,0381","0,0235","0,9635","-23,44763179","-46,61508216","7,81424999",
20:35:30:252,"0,0029","-0,0137","0,9479","-23,44763179","-46,61508216","7,81424999",
20:35:30:411,"-0,0371","-0,0049","0,9645","-23,44763179","-46,61508216","7,81424999",
20:35:30:571,"0,0020","-0,0137","0,9645","-23,44763179","-46,61508216","7,81424999",
20:35:30:731,"-0,0156","0,0000","0,9821","-23,44769553","-46,61508824","7,31864071",
20:35:30:891,"0,0274","-0,0283","0,9469","-23,44769553","-46,61508824","7,31864071",
20:35:31:052,"0,0332","-0,0391","0,9772","-23,44769553","-46,61508824","7,31864071",
20:35:31:211,"0,0596","-0,0410","0,9880","-23,44769553","-46,61508824","7,31864071",
20:35:31:371,"0,0459","-0,0352","0,9479","-23,44769553","-46,61508824","7,31864071",
20:35:31:532,"0,0577","-0,0469","0,9841","-23,44769553","-46,61508824","7,31864071",
20:35:31:689,"0,0440","-0,0293","0,9684","-23,44775615","-46,61509163","6,82367182",
20:35:31:849,"0,0547","-0,0313","0,9782","-23,44775615","-46,61509163","6,82367182",
20:35:32:009,"0,0049","-0,0059","0,9704","-23,44775615","-46,61509163","6,82367182",
20:35:32:169,"-0,0137","0,0049","0,9684","-23,44775615","-46,61509163","6,82367182",
20:35:32:329,"-0,0381","0,0244","0,9557","-23,44775615","-46,61509163","6,82367182",
20:35:32:488,"-0,0244","0,0000","1,0241","-23,44775615","-46,61509163","6,82367182",
20:35:32:649,"-0,0225","0,0205","1,1258","-23,44775615","-46,61509163","6,82367182",
20:35:32:811,"-0,0713","0,0117","0,7691","-23,44783600","-46,61510379","6,82367182",
20:35:32:967,"-0,0547","0,0000","0,7818","-23,44783600","-46,61510379","6,82367182",
20:35:33:127,"-0,0479","0,0137","0,9030","-23,44783600","-46,61510379","6,82367182",
20:35:33:287,"0,0000","0,0010","1,2577","-23,44783600","-46,61510379","6,82367182",
20:35:33:447,"-0,0479","0,0010","0,9733","-23,44783600","-46,61510379","6,82367182",
20:35:33:606,"-0,0459","0,0000","0,8218","-23,44783600","-46,61510379","6,82367182",
20:35:33:765,"-0,0596","0,0147","0,9274","-23,44789428","-46,61510133","6,32949448",
20:35:33:924,"-0,0498","0,0020","1,0642","-23,44789428","-46,61510133","6,32949448",
20:35:34:085,"-0,0469","-0,0078","0,9841","-23,44789428","-46,61510133","6,32949448",
20:35:34:244,"-0,0469","0,0137","0,9245","-23,44789428","-46,61510133","6,32949448",
20:35:34:404,"-0,0459","-0,0049","0,9489","-23,44789428","-46,61510133","6,32949448",
20:35:34:561,"-0,0430","0,0117","1,0124","-23,44789428","-46,61510133","6,32949448",
20:35:34:720,"-0,0440","-0,0039","0,9723","-23,44795942","-46,61509009","6,57647324",
