time,gFx,gFy,gFz,Latitude,Longitude,Speed (m/s),
09:27:39:966,"0,0049","0,0176","0,9645","0,00000000","0,00000000","0,00000000",
09:27:39:968,"0,0049","0,0176","0,9645","0,00000000","0,00000000","0,00000000",
09:27:39:969,"0,0049","0,0156","0,9626","0,00000000","0,00000000","0,00000000",
09:27:40:053,"0,0049","0,0156","0,9626","0,00000000","0,00000000","0,00000000",
09:27:40:054,"0,0049","0,0147","0,9606","0,00000000","0,00000000","0,00000000",
09:27:40:188,"0,0059","0,0137","0,9606","0,00000000","0,00000000","0,00000000",
09:27:40:285,"0,0059","0,0137","0,9606","0,00000000","0,00000000","0,00000000",
09:27:40:348,"0,0059","0,0137","0,9596","0,00000000","0,00000000","0,00000000",
09:27:40:507,"0,0059","0,0127","0,9606","0,00000000","0,00000000","0,00000000",
09:27:40:667,"0,0059","0,0127","0,9596","0,00000000","0,00000000","0,00000000",
09:27:40:909,"0,0059","0,0127","0,9596","0,00000000","0,00000000","0,00000000",
09:27:40:986,"0,0068","0,0117","0,9616","0,00000000","0,00000000","0,00000000",
09:27:41:146,"0,0059","0,0117","0,9606","0,00000000","0,00000000","0,00000000",
09:27:41:225,"0,0059","0,0117","0,9606","0,00000000","0,00000000","0,00000000",
09:27:41:305,"0,0068","0,0098","0,9606","0,00000000","0,00000000","0,00000000",
09:27:41:464,"0,0059","0,0117","0,9616","0,00000000","0,00000000","0,00000000",
09:27:41:624,"0,0078","0,0098","0,9616","0,00000000","0,00000000","0,00000000",
09:27:41:639,"0,0078","0,0098","0,9616","0,00000000","0,00000000","0,00000000",
09:27:41:784,"0,0078","0,0107","0,9616","0,00000000","0,00000000","0,00000000",
09:27:41:944,"0,0078","0,0117","0,9606","0,00000000","0,00000000","0,00000000",
09:27:42:105,"0,0078","0,0098","0,9626","0,00000000","0,00000000","0,00000000",
09:27:42:213,"0,0078","0,0098","0,9626","0,00000000","0,00000000","0,00000000",
09:27:42:744,"0,0068","0,0098","0,9626","0,00000000","0,00000000","0,00000000",
09:27:42:901,"0,0059","0,0117","0,9616","0,00000000","0,00000000","0,00000000",
09:27:43:060,"0,0078","0,0098","0,9616","0,00000000","0,00000000","0,00000000",
09:27:43:099,"0,0078","0,0098","0,9616","0,00000000","0,00000000","0,00000000",
09:27:43:220,"0,0078","0,0098","0,9606","0,00000000","0,00000000","0,00000000",
09:27:43:384,"0,0068","0,0117","0,9606","0,00000000","0,00000000","0,00000000",
